Id,Attrition
131,0.12141919963671974
132,0.0063295174855654114
133,0.05466125268695519
134,0.44013946957684963
135,0.0929225287938184
136,0.04973646681922632
137,0.9786838238636806
138,0.06723469015993018
139,0.356186927772645
140,0.044980082906661965
141,0.13544407499072894
142,0.3096536625139279
143,0.052631838440259975
144,0.11320687417292255
145,0.1062748247931185
146,0.776020873581265
147,0.31502854872977143
148,0.7049960190812709
149,0.13264053344573765
150,0.5074742684562916
151,0.797713956964733
152,0.27049078758312695
153,0.1162143232318398
154,0.8197751938943173
155,0.07168371625377393
156,0.03682507839957505
157,0.06714289207980366
158,0.2177045731038476
159,0.054082283190986076
160,0.18712441410385552
161,0.5736573489115194
162,0.11421316564594253
163,0.1539880565911956
164,0.0890284834006526
165,0.08129093666489658
166,0.3932913796052863
167,0.5326905346238985
168,0.3823191205355457
169,0.04200401384446891
170,0.041703997314996716
171,0.061900470284953775
172,0.05768248814777645
173,0.3568619928517474
174,0.8348835484826035
175,0.02314292433151004
176,0.1263555464023599
177,0.12149064318213759
178,0.22595497298212947
179,0.20169591716486715
180,0.7077688004630346
181,0.5136949950783771
182,0.5950299438794016
183,0.895017538569679
184,0.08347434603839032
185,0.9494444831060097
186,0.1352332413212908
187,0.14712309268278426
188,0.05230744558642774
189,0.11259762771399408
190,0.06286047010158251
191,0.20944409759216376
192,0.06936329461347625
193,0.051614581194615115
194,0.3563548973959303
195,0.5800574144490773
196,0.6936154883018356
197,0.18292040253579941
198,0.22185719452163682
199,0.019461965759994773
200,0.06382177986794647
201,0.22476210276258177
202,0.5852056316853502
203,0.8806998626564212
204,0.1519910047542501
205,0.43386923132230587
206,0.047005949679943156
207,0.7141950954776114
208,0.14301522791681134
209,0.2565639978912895
210,0.49491110764251234
211,0.7645181795452269
212,0.18154169193600023
213,0.17351069465403268
214,0.2052229482022184
215,0.8280918540665971
216,0.6607382712445315
217,0.7821003683575901
218,0.1921092739748953
219,0.25722021512354276
220,0.10273950822310655
221,0.23963700935535837
222,0.10554899301530354
223,0.5911188611559708
224,0.42091547411006264
225,0.3608627461361102
226,0.05015150654167434
227,0.6516870572102681
228,0.22693962353052252
229,0.26344896645639143
230,0.2027408187766817
231,0.786963206062553
232,0.18264975759401045
233,0.4051182878982286
234,0.2728043535486098
235,0.016269121231982483
236,0.3370684828458672
237,0.08119011056833295
238,0.16778424075560716
239,0.8426526363763995
240,0.10775445798765391
241,0.04562087270397776
242,0.08000025544492657
243,0.4390761192060029
244,0.34171742547760503
245,0.031676904538414416
246,0.060819860756216405
247,0.7275377291491268
248,0.07825426579435317
249,0.15747401107545297
250,0.06059957877829497
251,0.027933216764704342
252,0.021317846383472006
253,0.05333533565645477
254,0.0409050075001554
255,0.11445963969094482
256,0.8062785625917276
257,0.10111647685504808
258,0.24993361715827705
259,0.4863223110219102
260,0.7158078199873891
261,0.018935194570269796
262,0.16273676112482827
263,0.5
264,0.905919287806673
265,0.49074795218780176
266,0.44290521001337874
267,0.07270217805697937
268,0.1373219842503768
269,0.7530691481530222
270,0.08995537227463567
271,0.03633864302164157
272,0.6456649499204129
273,0.9868097502528712
274,0.3583379156128894
275,0.8892508785992079
276,0.13686097628910154
277,0.2437290728839122
278,0.13606018443081486
279,0.08217794681286789
280,0.10525050161093685
281,0.29953121932331506
282,0.20254269603368172
283,0.059124575641311884
284,0.022653243655967804
285,0.24058697777332383
286,0.9659627972438765
287,0.30789532926813484
288,0.25357141804843014
289,0.054266165406409404
290,0.1209898209602058
291,0.9171724485220031
292,0.2496951730691278
293,0.09542359460103093
294,0.14270568626507377
295,0.026267633502392307
296,0.2329088754269408
297,0.17031631235647923
298,0.19219659474801185
299,0.7205418732492935
300,0.06432876338218804
301,0.07245604961564406
302,0.14514674908058328
303,0.12622075686750514
304,0.902003874830979
305,0.04280876844544727
306,0.16105517799714197
307,0.6062820498389473
308,0.2577812023512203
309,0.07344431165634116
310,0.05135159020065914
311,0.4717843887911263
312,0.584215899614676
313,0.48366544554164664
314,0.2997194872222601
315,0.19520750695229863
316,0.5300727890465989
317,0.3483885974981558
318,0.342868469608958
319,0.08337393755446051
320,0.14055410602268067
321,0.2298517375895091
322,0.18069011228496093
323,0.05044923610765311
324,0.27806218577696884
325,0.7376850356556693
326,0.2207067584979979
327,0.7653775043777487
328,0.9050686658822106
329,0.5510218253460397
330,0.07076091738830925
331,0.07079040267963399
332,0.5695966265423861
333,0.10913011894898245
334,0.27105079622849376
335,0.437025463709484
336,0.045855481934873765
337,0.12397017194153868
338,0.05054964497670897
339,0.2872028182382372
340,0.4329342567136542
341,0.5438677921493386
342,0.7793003447735892
343,0.056214791665433174
344,0.5659481607947847
345,0.46019638813403946
346,0.2021230368053922
347,0.25454282649319476
348,0.131749846747244
349,0.10575667728669007
350,0.14390993126734994
351,0.035355518422973464
352,0.09683878336913981
353,0.5
354,0.0971876621199764
355,0.013352471970677187
356,0.7726347987103682
357,0.8292971827283167
358,0.10986311225300362
359,0.030211803014592156
360,0.34990522237042365
361,0.15872631716100385
362,0.21923472109801684
363,0.1089130132880832
364,0.22778835409097464
365,0.8301639932932255
366,0.202140145903278
367,0.23563248969158657
368,0.5079605205006257
369,0.3718844164751246
370,0.3027853316111102
371,0.11916018668860115
372,0.09582675614702656
373,0.06522950958234666
374,0.4853213796667692
375,0.4034574895350763
376,0.10438702789388077
377,0.7579660386319536
378,0.5957426590456092
379,0.31667147430945036
380,0.06070603128067838
381,0.7535517204135812
382,0.2233159293094813
383,0.18640131435519106
384,0.06623705397086084
385,0.7398263006708232
386,0.4653138548051919
387,0.899599690646042
388,0.896578432756806
389,0.4594497125616542
390,0.5264026184603557
391,0.11116713729643889
392,0.0930690091852629
393,0.6218297930131665
394,0.06011253386564809
395,0.07055672362248191
396,0.2846197810706316
397,0.7863925211396533
398,0.04310654051990531
399,0.06015648084935313
400,0.18073409976234234
401,0.049977506711003365
402,0.14084192389792172
403,0.19358234599113372
404,0.40379317541386783
405,0.3156234114365867
406,0.1139633815517732
407,0.0527285921055672
408,0.4790309741404423
409,0.071857609874579
410,0.12050400005948646
411,0.2678473803890669
412,0.052544374577156015
413,0.21016788251952803
414,0.08583402151024168
415,0.21737685812014762
416,0.033045525997800834
417,0.7335705040458544
418,0.23254590840067935
419,0.2277814459708172
420,0.06379916247753514
421,0.5
422,0.6346665903336123
423,0.19624144357573794
424,0.2614203733899589
425,0.3498314052761762
426,0.019011599132159204
427,0.24595054564072397
428,0.2529909706287369
429,0.26175051927826304
430,0.1156602245945158
431,0.02580768835514308
432,0.19637952803675948
433,0.2833990054614745
434,0.024746766641961484
435,0.439510240897549
436,0.025143409353401643
437,0.13795140608500753
438,0.1442359816652043
439,0.035859060100802656
440,0.05054802884323454
441,0.671093188746895
442,0.10255774156611328
443,0.08459867862630555
444,0.01454195191530787
445,0.18483757648537846
446,0.03356627485870213
447,0.06093464912950484
448,0.38183171956922324
449,0.13965937196789013
450,0.11466277409208997
451,0.2674732213634743
452,0.054508377799021096
453,0.9431558804004332
454,0.6474181988177118
455,0.34747694993082007
456,0.07657237423588331
457,0.6543521574908514
458,0.5850279184079717
459,0.6151700206456542
460,0.15261849870188665
461,0.06770648434737413
462,0.16163109594754077
463,0.9231818622187943
464,0.5473834679035798
465,0.39695185901427343
466,0.4116984858663775
467,0.9530127185494817
468,0.3454080831580861
469,0.22486071268300056
470,0.14969486309387733
